routeNameE,routeId,first_stopNameE,first_coordinates,last_stopNameE,last_coordinates,fullFare,journeyTime,first_stopDistrict,last_stopDistrict,routeDistance
3,2009016,"Yi Chun Street, near Sai Kung Market","(22.380527, 114.271656)","Pak Kong Au Road, near Hung Fa Tsuen","(22.382708, 114.264501)",4.2,4,Sai Kung,Sai Kung,4500
4a,2009017,"Yi Chun Street, near Sai Kung Market","(22.380527, 114.271656)","Hong Kin Road, near Lake Court","(22.376815, 114.273508)",4.6,5,Sai Kung,Sai Kung,2631
4,2009018,"Yi Chun Street, near Sai Kung Market","(22.380527, 114.271656)","Hong Kin Road, Near Ming Shun Village 201","(22.375624, 114.271458)",4.1,4,Sai Kung,Sai Kung,9000
22m,2009048,Lok Wah Minibus Terminus	,"(22.320469, 114.219736)",Yue Man Square Public Transport Interchange,"(22.314273, 114.224587)",4.6,7,Kwun Tong,Kwun Tong,2101
65k,2009081,Wong Nai Tau Bus Terminus,"(22.382157, 114.217968)",Wong Nai Tau Bus Terminus,"(22.382157, 114.217968)",7.5,23,Sha Tin,Sha Tin,9740
65a,2009082,Wong Nai Tau Bus Terminus,"(22.382157, 114.217968)","Yuen Wo Road, Near Sha Tin Town Hall","(22.381638, 114.190886)",6.1,13,Sha Tin,Sha Tin,8232
65a,2009114,Wong Nai Tau Bus Terminus,"(22.382157, 114.217968)",Wong Nai Tau Bus Terminus,"(22.382157, 114.217968)",6.5,11,Sha Tin,Sha Tin,9085
65m,2009115,Wong Nai Tau Bus Terminus,"(22.382157, 114.217968)","On Ming Street, Near Kin Shek House, Shek Mun Estate","(22.387478, 114.20857)",5.8,4,Sha Tin,Sha Tin,2629
65s,2009116,Wong Nai Tau Bus Terminus,"(22.382157, 114.217968)",Wong Nai Tau Bus Terminus,"(22.382157, 114.217968)",15.5,47,Sha Tin,Sha Tin,27661
66k,2009117,Sha Tin Station,"(22.383318, 114.187653)",Sha Tin Station,"(22.383318, 114.187653)",7.5,15,Sha Tin,Sha Tin,6097
67k,2009118,"A Kung Kok Shan Road, Near The Neighbourhood Advice-Action Council Harmony Manor","(22.395143, 114.218545)",Sha Tin Station,"(22.383318, 114.187653)",6.7,13,Sha Tin,Sha Tin,9267
67a,2009119,"On Ming Street, Near Kin Shek House, Shek Mun Estate","(22.387478, 114.20857)",Sha Tin Station,"(22.383318, 114.187653)",4.6,8,Sha Tin,Sha Tin,4649
505,2009147,San Fat Street MiniBus Terminus ,"(22.503181, 114.127241)",San Fat Street MiniBus Terminus ,"(22.503181, 114.127241)",19.1,38,North District,North District,50664
59s,2009180,Sheung Shui Station Public Light Bus Terminus,"(22.502043, 114.127785)",Sheung Shui Station Public Light Bus Terminus,"(22.502125, 114.127688)",9.9,18,North District,North District,15317
2,2009246,Whampoa Garden Public Transport Interchange,"(22.305158, 114.190888)",Festival Walk,"(22.336766, 114.175059)",7.9,20,Kowloon City,Kowloon City,12315
2a,2009247,Whampoa Garden Public Transport Interchange,"(22.305158, 114.190888)",Festival Walk,"(22.336766, 114.175059)",7.9,17,Kowloon City,Kowloon City,12333
59a,2009312,Sheung Shui Heung Terminus (near Sheung Shui Heung Village Office),"(22.508562, 114.122943)",Sheung Shui Heung Terminus (near Sheung Shui Heung Village Office),"(22.508562, 114.122943)",5.6,13,North District,North District,4329
73a,2009378,Yuen Long (Fook Hong Street) Public Light Bus Terminus,"(22.4451, 114.02857)",Yuen Long (Fook Hong Street) Public Light Bus Terminus,"(22.4451, 114.02857)",6.6,12,Yuen Long,Yuen Long,6399
75m,2009411,Hoi Tat Public Transport Interchange,"(22.329269, 114.152035)",Hoi Tat Public Transport Interchange,"(22.329269, 114.152035)",5.2,6,Sham Shui Po,Sham Shui Po,2577
75c,2009412,Hoi Tat Public Transport Interchange,"(22.329269, 114.152035)",桂林街近门牌81号,"(22.329234, 114.160169)",4.5,5,Sham Shui Po,Sham Shui Po,2339
23p,2009477,"Ko Ling Road, opposite to House No. 8","(22.303642, 114.229776)","Sin Fat Road, Near Lam Tin Station","(22.307236, 114.231165)",3.7,1,Kwun Tong,Kwun Tong,700
54k,2009543,"Sui Wan Road, Near Ma Wat Tsuen","(22.498491, 114.152413)",Fanling Station Public Light Bus (Scheduled) Service Terminus,"(22.492853, 114.138615)",5.6,18,North District,North District,2503
503k,2009576,Queen's Hill,"(22.503016, 114.16184)","Lung Sum Avenue, near Spot","(22.503037, 114.127941)",7.9,11,North District,North District,10514
116,2009609,Pak Shing Kok Road (northbound) ,"(22.305834, 114.274575)",Pak Shing Kok Road (northbound) ,"(22.305834, 114.274575)",8.2,17,Sai Kung,Sai Kung,6205
cx1,2009642,"Wui Man Road, outside Austin Station Exit D","(22.303488, 114.166684)","Wui Man Road, outside Austin Station Exit D","(22.303488, 114.166684)",5.0,11,Yau Tsim Mong,Yau Tsim Mong,5218
506,2009675,Chi Fuk Circuit ,"(22.492907, 114.136146)",Chi Fuk Circuit ,"(22.492907, 114.136146)",5.4,23,North District,North District,10886
507,2009708,Ma Sik Road outside One Innovale,"(22.502319, 114.144628)",Ma Sik Road outside One Innovale,"(22.502319, 114.144628)",4.0,11,North District,North District,4074
31x,2009741,Tin Wan Estate Minibus Terminus,"(22.250584, 114.149536)","JAFFE ROAD, near Siu On Plaza","(22.280948, 114.182473)",12.4,31,Southern District,Wan Chai,12130
621,2009774,Hung Shui Kiu (Hung Yuen Road) GMB stop,"(22.437202, 113.996668)",Hung Shui Kiu (Hung Yuen Road) GMB stop,"(22.437202, 113.996668)",6.1,45,Yuen Long,Yuen Long,12274
621,2009807,Hung Shui Kiu (Hung Yuen Road) GMB stop,"(22.437202, 113.996668)",Hung Shui Kiu (Hung Yuen Road) GMB stop,"(22.437202, 113.996668)",6.1,35,Yuen Long,Yuen Long,11412
54,2009840,Queen Mary Hospital,"(22.270673, 114.130651)",Central (Central Ferry Piers),"(22.286717, 114.160135)",8.8,25,Southern District,Central and Western,7693
54,2009842,Central Ferry Piers,"(22.286717, 114.160135)",Queen Mary Hospital,"(22.270673, 114.130651)",8.8,21,Central and Western,Southern District,8557
24,2009873,Fu Tip Estate,"(22.462958, 114.174892)",Fu Tip Estate,"(22.462958, 114.174892)",7.4,12,Tai Po,Tai Po,4551
618a,2009906,Tin Yan Shopping Centre,"(22.46255, 113.996421)",Shenzhen Bay Port,"(22.50185, 113.946679)",14.4,29,Yuen Long,Yuen Long,17800
20g,2009939,Wong Yue Tan (Lok Sin Village),"(22.462152, 114.204846)",Tai Po Market Station Minibus Terminus,"(22.443814, 114.170424)",8.3,8,Tai Po,Tai Po,5966
88d,2009972,"CHUNG MEI ROAD, near Ching Ho House, CHEUNG CHING ESTATE","(22.350017, 114.107432)","HING NING ROAD, near Metroplaza","(22.357213, 114.127526)",5.3,10,Kwai Tsing,Kwai Tsing,5012
55s,2010005,Sha Tau Kok Public Transport Interchange,"(22.545552, 114.223597)",Ta Kwu Ling (Tsung Yuen Ha),"(22.55327, 114.155359)",12.0,21,North District,North District,8403
82,2010038,"Choi Shing Lane, near Choi Wui House, Choi Hing Court","(22.33203, 114.213741)",Ping Shek Public Transport Interchange 1/F,"(22.334044, 114.210092)",4.0,2,Kwun Tong,Kwun Tong,760
28k,2010071,Tai Po Market Station Minibus Terminus,"(22.443814, 114.170424)",Tai Po Market Station Minibus Terminus,"(22.443814, 114.170424)",10.0,58,Tai Po,Tai Po,26294
28k,2010073,Care Village/Wong Yi Au,"(22.442405, 114.178953)",Royal Park Hotel,"(22.379941, 114.18807)",10.0,23,Tai Po,Sha Tin,9698
28k,2010074,Tai Po Market Station Minibus Terminus,"(22.443814, 114.170424)",Deerhill Bay,"(22.429743, 114.196214)",6.7,8,Tai Po,Tai Po,3625
28k,2010075,"Kwong Fuk Road, near Kwong Fuk Building","(22.448166, 114.168248)",Royal Park Hotel,"(22.379941, 114.18807)",10.0,25,Tai Po,Sha Tin,12076
28s,2010076,Pak Shek Kok (Fo Shing Road) Public Transport Interchange,"(22.431124, 114.202043)",Pak Shek Kok (Fo Shing Road) Public Transport Interchange,"(22.431124, 114.202043)",10.0,54,Tai Po,Tai Po,23153
814,2010077,"Lai Ping Road, GMB Terminus near service reservoir","(22.416206, 114.19966)","Lai Ping Road, GMB Terminus near service reservoir","(22.41617, 114.199641)",7.9,31,Sha Tin,Sha Tin,14280
44,2010104,Tonkin Street outside Hang Shun Building,"(22.336756, 114.159052)",Tonkin Street outside Hang Shun Building,"(22.336756, 114.159052)",6.0,21,Sham Shui Po,Sham Shui Po,7578
44,2010137,Tonkin Street outside Hang Shun Building,"(22.336756, 114.159052)",Tonkin Street outside Hang Shun Building,"(22.336756, 114.159052)",6.0,20,Sham Shui Po,Sham Shui Po,7169
57k,2010170,Sheung Shui Station Public Light Bus Terminus,"(22.502125, 114.127688)",Fanling (Tong Kung Leng) Minibus Terminus,"(22.484631, 114.101107)",8.0,16,North District,Yuen Long,7787
57k,2010171,Sheung Shui Station Public Light Bus Terminus,"(22.502043, 114.127785)","TSIU KENG ROAD, near Pang Ancestral Hall ","(22.476361, 114.103405)",8.0,15,North District,Yuen Long,10063
58k,2010203,Sheung Shui Station Public Light Bus Terminus,"(22.502043, 114.127785)","Ping Kong Road, near Ping Kong","(22.4907, 114.122688)",7.2,9,North District,North District,3695
608s,2010236,CONCORDIA Tsat Sing Kong Public Light Bus Terminus,"(22.443074, 114.083945)",CONCORDIA Tsat Sing Kong Public Light Bus Terminus,"(22.443074, 114.083945)",6.1,9,Yuen Long,Yuen Long,4762
803,2010269,"Hin Tin Street, near Helen Liang Memorial Secondary School (Shatin)","(22.361762, 114.174321)",Lee On Estate Bus Terminus,"(22.425361, 114.240953)",8.3,26,Sha Tin,Sha Tin,30344
803,2010270,"Hin Tin Street, near Helen Liang Memorial Secondary School (Shatin)","(22.361762, 114.174321)",Lee On Estate Bus Terminus,"(22.425361, 114.240953)",8.3,24,Sha Tin,Sha Tin,23319
803k,2010274,Tai Wai Station Bus Terminus,"(22.372789, 114.179302)","Hin Tin Street, near Helen Liang Memorial Secondary School (Shatin)","(22.361762, 114.174321)",3.9,4,Sha Tin,Sha Tin,3166
804,2010275,Kwong Yuen Estate Bus Terminus,"(22.381291, 114.216046)",Kwong Yuen Estate Bus Terminus,"(22.381291, 114.216046)",6.1,22,Sha Tin,Sha Tin,15923
805s,2010277,Kam Ying Court Bus Terminus,"(22.423385, 114.237096)","Mong Kok Road, outside Fa Yuen Street Market Complex","(22.320962, 114.170439)",17.2,34,Sha Tin,Yau Tsim Mong,29297
805s,2010278,"Mong Kok Road, outside Fa Yuen Street Market Complex","(22.320962, 114.170439)",Kam Ying Court Bus Terminus,"(22.423385, 114.237096)",17.2,26,Yau Tsim Mong,Sha Tin,10286
810,2010279,"Sha Tin Centre Street, Near Wai Wah Centre Block 2","(22.380771, 114.187196)","Sha Tin Centre Street, Near Wai Wah Centre Block 2","(22.380771, 114.187196)",7.0,38,Sha Tin,Sha Tin,18447
810,2010280,"Sha Tin Centre Street, Near Wai Wah Centre Block 2","(22.380762, 114.187177)","Sha Tin Centre Street, Near Wai Wah Centre Block 2","(22.380762, 114.187177)",7.0,38,Sha Tin,Sha Tin,18240
810a,2010281,"Yiu Sha Road, Near St. Barths Maple Court Tower 1","(22.433289, 114.24118)","Yiu Sha Road, Near St. Barths Maple Court Tower 1","(22.433289, 114.24118)",7.0,19,Sha Tin,Sha Tin,19160
75s,2010302,Caritas Medical Centre Minibus Terminus,"(22.341063, 114.153295)",Caritas Medical Centre Minibus Terminus,"(22.341063, 114.153295)",4.5,6,Sham Shui Po,Sham Shui Po,4833
76a,2010335,Kwong Tin Estate Bus Terminus,"(22.302572, 114.241169)",Kwong Tin Estate Bus Terminus,"(22.302572, 114.241169)",6.6,58,Kwun Tong,Kwun Tong,12896
47,2010368,"Lee On Road, near Lee Ming House, Shun Lee Estate","(22.332406, 114.225117)",Tsui Ping (Fuk Tong Road),"(22.311942, 114.228177)",6.1,13,Kwun Tong,Kwun Tong,5867
28a,2010401,Tai Po Market Station Minibus Terminus,"(22.443814, 114.170424)","Yau King Lane, near Pok Yin Road","(22.427918, 114.200799)",7.7,17,Tai Po,Sha Tin,9268
618b,2010434,"Wetland Park Road, near Grandeur Terrace Block 6","(22.4697, 114.002795)",Shenzhen Bay Port,"(22.49487, 113.946593)",14.4,26,Yuen Long,Yuen Long,2586
116,2010467,Pak Shing Kok Road (northbound) ,"(22.305834, 114.274575)",Pak Shing Kok Road (northbound) ,"(22.305834, 114.274575)",8.2,12,Sai Kung,Sai Kung,5426
55k,2010500,"Sha Tau Kok Road, Loi Tung","(22.521719, 114.182843)",Sheung Shui Station Public Light Bus Terminus,"(22.502043, 114.127785)",8.2,16,North District,North District,7596
55k,2010501,"Sha Tau Kok Road, Tam Shui Hang","(22.544976, 114.21894)",Sheung Shui Station Public Light Bus Terminus,"(22.502043, 114.127785)",11.5,21,North District,North District,11471
